user_id,film_id,film_name,watch_minutes,watch_date,country,cost_of_ticket
U003,F101,Wonder Woman,53,2025-03-23,US,8
U135,F082,Fast Five,8,2025-08-28,BR,15
U186,F012,Star Wars: The Last Jedi,87,2025-05-09,AU,15
U159,F005,Titanic,34,2025-03-20,JP,12
U214,F031,The Lord of the Rings: The Return of the King,11,2025-08-06,UK,15
U031,F005,Titanic,2,2025-08-07,CA,8
U196,F056,Frozen,40,2025-04-22,UK,10
U065,F012,Star Wars: The Last Jedi,32,2025-07-03,UK,10
U237,F094,Deadpool 2,47,2025-06-23,FR,8
U200,F005,Titanic,125,2025-05-15,US,10
U086,F011,Star Wars: The Force Awakens,4,2025-05-11,DE,20
U018,F065,The Hunger Games,79,2025-04-26,JP,8
U166,F065,The Hunger Games,12,2025-04-02,CA,10
U111,F031,The Lord of the Rings: The Return of the King,131,2025-08-10,UK,10
U184,F094,Deadpool 2,64,2025-04-01,US,10
U147,F094,Deadpool 2,29,2025-06-28,US,20
U039,F101,Wonder Woman,66,2025-03-15,IN,10
U180,F048,Black Panther,22,2025-06-14,JP,10
U182,F065,The Hunger Games,38,2025-07-06,IN,15
U187,F005,Titanic,107,2025-07-22,AU,8
U245,F065,The Hunger Games,37,2025-04-06,JP,10
U092,F048,Black Panther,26,2025-08-27,DE,10
U162,F005,Titanic,42,2025-06-07,MX,12
U088,F005,Titanic,110,2025-07-01,DE,20
U046,F080,2 Fast 2 Furious,26,2025-03-16,IN,15
U077,F001,Avatar,12,2025-04-02,FR,10
U227,F019,The Matrix Reloaded,78,2025-04-23,CA,15
U007,F056,Frozen,85,2025-05-06,BR,8
U203,F080,2 Fast 2 Furious,6,2025-08-17,DE,8
U248,F019,The Matrix Reloaded,17,2025-03-10,US,10
U087,F011,Star Wars: The Force Awakens,8,2025-06-17,UK,10
U168,F068,The Hunger Games: Mockingjay - Part 2,22,2025-07-01,MX,12
U149,F034,The Hobbit: The Battle of the Five Armies,32,2025-03-24,US,12
U126,F101,Wonder Woman,73,2025-07-04,JP,20
U180,F098,Dune,74,2025-03-09,CA,12
U232,F012,Star Wars: The Last Jedi,42,2025-03-30,BR,12
U214,F056,Frozen,21,2025-03-22,UK,8
U153,F045,Thor: Ragnarok,82,2025-05-01,UK,8
U110,F048,Black Panther,37,2025-08-26,IN,12
U250,F056,Frozen,98,2025-07-23,CA,10
U247,F031,The Lord of the Rings: The Return of the King,67,2025-03-17,JP,15
U017,F082,Fast Five,6,2025-05-15,CA,8
U044,F043,Captain America: Civil War,51,2025-07-25,CA,8
U237,F056,Frozen,19,2025-03-16,CA,10
U217,F045,Thor: Ragnarok,52,2025-06-10,CA,10
U125,F005,Titanic,4,2025-03-07,US,8
U023,F056,Frozen,9,2025-05-17,IN,15
U203,F065,The Hunger Games,117,2025-08-30,CA,8
U164,F094,Deadpool 2,9,2025-07-17,BR,12
U241,F066,The Hunger Games: Catching Fire,84,2025-08-09,US,10
U184,F065,The Hunger Games,19,2025-08-09,UK,8
U201,F012,Star Wars: The Last Jedi,44,2025-06-03,IN,10
U061,F031,The Lord of the Rings: The Return of the King,79,2025-04-05,MX,15
U159,F043,Captain America: Civil War,33,2025-07-22,MX,10
U198,F031,The Lord of the Rings: The Return of the King,24,2025-05-15,US,15
U204,F098,Dune,16,2025-08-28,BR,8
U041,F011,Star Wars: The Force Awakens,2,2025-03-19,FR,15
U112,F094,Deadpool 2,13,2025-05-30,JP,10
U195,F019,The Matrix Reloaded,66,2025-03-17,UK,12
U237,F080,2 Fast 2 Furious,130,2025-04-20,CA,12
U125,F068,The Hunger Games: Mockingjay - Part 2,106,2025-04-04,UK,20
U185,F019,The Matrix Reloaded,91,2025-08-04,JP,10
U051,F048,Black Panther,91,2025-05-03,UK,8
U026,F034,The Hobbit: The Battle of the Five Armies,59,2025-06-19,AU,8
U057,F005,Titanic,18,2025-07-04,JP,15
U228,F079,Fast & Furious,112,2025-04-12,AU,12
U117,F066,The Hunger Games: Catching Fire,51,2025-06-13,FR,15
U185,F031,The Lord of the Rings: The Return of the King,55,2025-08-14,FR,10
U052,F048,Black Panther,6,2025-04-07,US,10
U016,F094,Deadpool 2,22,2025-04-09,UK,8
U118,F079,Fast & Furious,34,2025-04-18,FR,20
U076,F045,Thor: Ragnarok,89,2025-04-15,JP,12
U148,F080,2 Fast 2 Furious,51,2025-05-03,UK,20
U134,F065,The Hunger Games,28,2025-04-30,JP,10
U119,F094,Deadpool 2,75,2025-03-09,IN,12
U064,F034,The Hobbit: The Battle of the Five Armies,6,2025-05-28,IN,12
U229,F056,Frozen,26,2025-04-13,JP,10
U107,F011,Star Wars: The Force Awakens,2,2025-03-16,BR,15
U130,F011,Star Wars: The Force Awakens,78,2025-06-22,MX,20
U208,F082,Fast Five,89,2025-06-29,BR,15
U143,F101,Wonder Woman,17,2025-08-30,IN,15
U034,F043,Captain America: Civil War,89,2025-05-20,AU,10
U024,F101,Wonder Woman,18,2025-07-06,DE,10
U118,F056,Frozen,98,2025-08-02,US,20
U119,F098,Dune,98,2025-06-17,CA,8
U095,F019,The Matrix Reloaded,102,2025-08-15,US,15
U019,F001,Avatar,2,2025-08-29,FR,15
U076,F079,Fast & Furious,112,2025-05-14,JP,12
U204,F031,The Lord of the Rings: The Return of the King,87,2025-08-28,UK,20
U086,F011,Star Wars: The Force Awakens,21,2025-07-15,FR,10
U029,F001,Avatar,116,2025-06-07,BR,10
U094,F043,Captain America: Civil War,15,2025-04-19,MX,8
U144,F031,The Lord of the Rings: The Return of the King,135,2025-04-10,FR,10
U030,F065,The Hunger Games,7,2025-08-01,AU,10
U195,F034,The Hobbit: The Battle of the Five Armies,66,2025-05-27,FR,10
U129,F079,Fast & Furious,43,2025-05-15,US,15
U089,F019,The Matrix Reloaded,6,2025-07-08,MX,20
U032,F065,The Hunger Games,16,2025-07-20,MX,8
U116,F045,Thor: Ragnarok,2,2025-06-08,UK,10
U227,F019,The Matrix Reloaded,39,2025-03-28,UK,20
U046,F012,Star Wars: The Last Jedi,15,2025-03-25,UK,8
U029,F098,Dune,64,2025-07-11,CA,8
